Topic,Top Terms,AI-related Terms Count
1648,"aware, inescapable, soberly, painfully, dwells, scarcities, strangely, resurfaced, immensity, know",1
1651,"european, eu, union, organisations, bond, transatlantic, lawlessness, explicit, italian, hesitate",1
1652,"unity, african, meditation, modibo, organization, keita, retention, 1963, attested, rotation",1
1662,"pleased, progress, welcome, happy, acknowledgements, smile, achieved, considerable, made, noteworthy",1
1674,"conference, sustainable, janeiro, tourism, 2012, wto, hosting, housing, convene, safeguarding",1
1676,"unep, environment, programme, environmental, habitat, predicts, refocus, eco, upgrading, upgrade",1
1677,"moderation, enlightened, 14522, reasonableness, pincer, airwaves, embracing, voices, prudent, ironies",1
1679,"interests, interest, vested, legalize, hypothetical, disregarding, predicated, explained, handful, conflicting",1
1682,"hegemony, domination, impose, westernized, demerit, hegemonist, homogeneity, miserably, headlong, hegemonistic",1
1683,"official, declining, decline, increase, decrease, dizzying, distributing, dwindling, trend, helplessly",1
1685,"citizenship, personality, single, passport, convertible, countrywomen, persona, dual, duties, naturalized",1
1692,"republic, head, lenín, audio, voronin, president, patassé, voltaire, rakhmonov, emomali",1
1700,"cuzco, organization, wither, engendering, admired, ostensibly, finest, singular, boldly, tied",1
1712,"mother, earth, merchandise, harmony, pachamama, pacha, mama, bounties, orange, commercialization",1
1713,"bee, bees, day, pollinators, celebration, holiday, proclaim, designate, beekeeping, annunciation",1
1714,"assistance, community, salaries, destitute, houthis, manipulate, earmarked, household, looting, blackmail",1
1716,"accord, accords, brandish, houston, reluctantly, taif, interim, spells, concluded, mitchell",1
1717,"coca, leaf, cultivation, cocaine, crops, hectares, medicinal, plantations, seizures, chewing",1
1724,"sphere, spheres, billiard, balls, pedalling, ambiguous, deriving, touching, finest, activity",1
1725,"paradox, paradoxical, paradoxes, paradoxically, shadowy, epitomize, fissures, ridiculous, explaining, wherein",1
1726,"funds, fund, funding, usaid, programmes, duplicate, mandating, ventilators, erection, donation",1
1729,"regions, inequal, bestows, pit, artificially, region, unifying, diverse, triple, cluster",1
1739,"outset, wishing, please, prologue, convey, president, mr, availing, sall, you",1
1743,"assistance, rmb443, escapes, scaled, help, affected, permitted, cash, postponed, mainstream",1
1751,"compact, compacts, surreptitious, cairns, references, unmistakably, tricks, documents, trojan, revolutionize",1
1752,"permanent, membership, members, copies, council, non, expanded, automatically, both, retain",1
1759,"control, controls, controlling, controlled, disorganized, fist, subterfuges, latitude, whim, practising",1
1760,"legislative, administrative, texts, omnibus, revisions, executive, overtly, regulatory, abolishing, postpone",1
1764,"networks, network, nets, dropouts, messy, wireless, neutralization, net, loop, jeffrey",1
1765,"principality, laissez, dynasty, commute, notoriety, lenient, thirteenth, intends, sparing, reputation",1
1766,"remiss, failed, did, if, mention, would, unmiss, me, homage, express",1
1767,"challenges, soothes, grace, aggressively, underpinning, australian, tremendous, successfully, related, main",1
1772,"lakhdar, brahimi, appointment, representative, joint, lakdar, special, mr, sukhumi, envisioning",1
1777,"families, victims, relatives, acquitted, condemnable, explanations, slander, jail, callous, abusive",1
1794,"collapse, collapses, collapsed, collapsing, clay, retrieved, disintegrated, seattle, instantly, receding",1
1796,"services, housing, basic, decent, social, delivery, provision, insolvency, jobs, indefensible",1
1813,"combat, eliminate, terrorism, fire, terrorists, militancy, rid, transborder, chooses, cloud",1
1819,"done, remains, much, rededicating, wrenched, nonetheless, lot, still, striking, feature",1
1821,"reintegration, reintegrated, reintegrating, reintegrate, loods, productively, programme, reconstruct, acquisition, peacefully",1
1832,"2063, continental, agenda, african, continent, 2030, specificities, africa, union, contained",1
1833,"island, small, outcrop, raggedy, fringed, belmont, lampedusa, windward, vanish, rim",1
1834,"future, salvaging, befalls, eleanor, succumbing, intellectuals, reflections, hammarskjöld, roosevelt, burdened",1
1836,"vigour, renewed, vitiated, pursued, vilification, articulation, injected, revisited, drained, revamped",1
1838,"tenure, office, term, shortening, powerfully, expire, your, letters, remedies, assumed",1
1840,"capital, capitals, capitalization, roam, flung, outflows, glimpse, advancements, brain, pollute",1
1847,"ambitious, begs, spelling, achievable, realistic, overly, proposition, attainable, onerous, bit",1
1851,"commonality, common, principle, congregate, seams, vantage, commonalities, modality, predicated, unattainable",1
1857,"enshrined, charter, plainest, enshrining, enshrines, exercising, written, 33, bhutan, article",1
1861,"deforestation, reforestation, rates, hectares, nacionales, naturales, orographic, reafforestation, parques, planting",1
1866,"legacy, burdensome, counteracts, uplifted, leave, remembered, heirs, starve, bygone, generations",1
1873,"integrated, indissolublely, approach, circuit, integrative, adopt, endorsing, combining, precisely, elaborated",1
1874,"paradigm, paradigms, shift, conceptualize, notices, shifting, envisioning, engendering, tectonic, practiced",1
1878,"statement, fewest, presidential, lincoln, presidents, said, bush, listened, kennedy, abraham",1
1880,"sea, china, 1982, unclos, conduct, code, asean, navigation, restraint, overflight",1
1881,"millennium, goals, achieving, achieve, attain, ecologically, subscribed, hampered, socially, promptly",1
1882,"twenty, century, first, pp, greeted, 94, deepens, accomplishing, draws, twentieth",1
1883,"unanimous, unanimously, deservedly, bipartisan, alarmingly, received, unambiguous, autumn, enthusiastically, affirmation",1
1886,"benghazi, consulate, ambassador, libya, liaise, inspiringly, occured, misurata, travelled, diplomats",1
1894,"designate, 2010, declared, 2004, year, 2014, rakhmonov, proclaim, crowded, initiator",1
1895,"millennium, implementation, discusses, countrywide, expediting, multilaterally, reviewed, 59, earnest, optional",1
1896,"information, exchange, sharing, pais, promotora, informaciones, exchanging, anecdotal, dissemination, informational",1
1897,"tuvalu, kakeega, paddle, canoe, te, save, gas, iii, greenhouse, applauds",1
1912,"disarmament, proliferation, nuclear, non, algorithm, radiological, printing, invigorate, unforeseen, misuse",1
1913,"responsibility, primary, own, ushering, responsibilities, designing, mentioning, reclaim, shared, autonomy",1
1917,"priority, priorities, top, hierarchy, reorganize, relent, reassess, tandem, incorporated, anchored",1
1921,"goals, specially, attaining, goal, set, fulfilment, betterment, ultimate, furthering, elaboration",1
1926,"presumably, governments, politicizing, government, neoliberal, peers, correctly, proclaim, appears, understood",1
1927,"law, tissue, undoing, accomplice, martial, wrath, ranked, laying, laws, mean",1
1930,"shelf, continental, plateau, ontong, submission, java, limits, shelves, subcommission, claims",1
1932,"assistance, helpful, generously, help, dire, request, nothing, required, providing, you",1
1935,"commonwealth, acs, disallowing, heads, secretariat, illustrates, overthrow, regained, comprising, 53",1
1936,"recognition, undisputed, denotes, individualized, correspondingly, considerations, clout, signifies, usefulness, supplemented",1
1940,"areas, deservedly, sizes, area, paralysing, substantive, raises, laudable, variety, potentially",1
1950,"behalf, government, farewell, delivered, shoulders, richer, occasion, convey, respectful, fairness",1
1952,"presidency, sixty, assembly, general, at, first, its, of, the, to",1
1953,"challenge, organization, refurbished, equip, faces, nears, todayís, challenges, posing, facing",1
1955,"table, round, tables, roundtable, praia, thrash, summation, commented, intifada, fearful",1
1964,"congratulate, opportunity, wish, take, avail, newest, personally, myself, your, let",1
1965,"enforcement, judiciary, police, courts, stations, agencies, intelligence, law, cracking, interdiction",1
1968,"appreciation, gratitude, express, convey, him, tribune, deep, thank, his, thanks",1
1979,"embargo, cuba, cuban, lifting, embargoes, raúl, commercial, castro, ruz, obama",1
1980,"permanent, effervescent, retained, excluding, non, enforcing, proposing, tenets, breach, algiers",1
1983,"calamities, calamity, calamitous, precipitously, natural, hurtling, explodes, breakdowns, confluence, prelude",1
1989,"resources, catches, discards, collateral, domain, shame, ends, basic, each, towards",1
1994,"citizens, scramble, woefully, seconds, insatiable, appetite, deterred, suspected, pains, video",1
2000,"unilateralism, mutilateralism, complains, monochromatic, unipolarism, solitude, substitutes, muscular, triumphalism, discard",1
2012,"accusations, accused, accusation, allegations, implying, accuser, accusers, lethargic, traitors, unsubstantiated",1
2013,"black, sea, sarafovo, lively, chairmanship, tourist, extended, bulgaria, transnistrian, turns",1
2015,"meetings, reports, app, obsolete, smartphones, published, meeting, unodc, reorient, fewer",1
2017,"justice, social, equity, civility, animated, unattainable, bolstered, admirable, enact, educated",1
2019,"issues, 7444, sc, overlap, spot, para, failures, release, press, underlying",1
2030,"logistical, logistics, technical, infrastructural, packed, numerical, financial, overt, commissioned, equipment",1
2033,"credibility, frittering, organization, legitimacy, conferring, credible, authoritative, flawed, administering, hinges",1
2035,"millennium, goals, millennial, objectives, hypocritical, admittedly, echoes, benchmark, set, attainment",1
2036,"architecture, architects, architect, caters, tinkering, modality, failings, mindsets, adjusting, incorporation",1
2043,"successes, impressions, bittersweet, overshadowing, bag, downs, uncovered, acclaimed, salient, ups",1
2053,"support, backing, claim, care, cause, legal, matter, another, just, one",1
2055,"tragedies, sowers, borodyanka, cataclysms, daily, engenders, miseries, triumphs, engulfing, unnoticed",1
2058,"programmes, agencies, programme, departments, aiding, pilot, align, collaborative, logistical, cape",1
2065,"il, kim, jong, sung, marshal, respected, leader, fatherly, dear, comrade",1
2073,"problems, adding, painful, expected, similar, problem, immediate, almost, major, any",1
2076,"quota, quotas, duty, free, market, granting, access, revision, rearrangement, products",1
2077,"ban, excellency, secretary, salutations, firmest, mr, felicitations, brown, general, wholeheartedly",1
2081,"soft, underneath, challenges, challenged, expose, posing, handle, challenge, containing, interlinked",1
2085,"millennium, goals, development, cost, reduction, special, remain, needs, however, at",1
2091,"unprecedented, interdicted, availing, unprecedentedly, prst, poignant, thankfully, tenacity, dramatic, engulfed",1
2093,"dispensing, unquestioned, impelled, organization, situated, criticized, premier, global, suited, truly",1
2096,"disagreed, embodying, assembly, sectoral, envisioned, concert, meets, declare, 65, notably",1
2097,"rio, 20, janeiro, de, conference, sustainable, reaffirmation, 288, 66, offering",1
2099,"defy, bade, asserts, counsel, realism, faithfully, weakening, costly, shortage, rebel",1
2101,"breakthrough, breakthroughs, qualitatively, summary, enormously, ibid, occurrence, stepping, hail, stone",1
2107,"proliferation, befalls, controlling, tougher, vigilant, ethically, curtail, exaggeration, misuse, judgement",1
