Country,Session,Year,Sentence,Country Name,Topic,Topic Name
ROU,52,1997,"We attach special importance to nuclear non-proliferation issues, including the negotiation of a treaty to ban the production of fissionable materials for military purposes, the implementation of the Chemical Weapons Convention, the United Nations Register of Conventional arms and the processes aimed at banning anti- personnel landmines",Romania,0,Nuclear Weapons
GAB,52,1997,"Thus, we welcome the progress made in this area by the entry into force of the Convention on the prohibition of chemical weapons, which demonstrates the will of the international community to eliminate that category of weapons of mass destruction",Gabon,2,Chemical Weapons
GAB,52,1997,"Finally, partnership in all areas must be strengthened and the transfer of technologies encouraged, so that the national capacities of our countries can be revitalized",Gabon,18,Technology Transfer
THA,52,1997,Their commendable effort adds to the strong evidence that the peoples of the world are no longer tolerant of nuclear weapons,Thailand,0,Nuclear Weapons
THA,52,1997,"What we are witnessing here is a new partnership, a partnership among 14   the peoples of the world who dread nuclear arsenals and wish to eliminate these hazardous weapons of mass destruction from the face of the earth",Thailand,0,Nuclear Weapons
PRY,52,1997,"That Treaty, the Comprehensive Nuclear-Test- Ban Treaty, the efforts of States to reduce their arsenals and the establishment of new nuclear-weapon-free zones are all important elements that will help prevent the proliferation of nuclear weapons and eventually achieve general and complete nuclear disarmament",Paraguay,0,Nuclear Weapons
UZB,52,1997,Our country was among the first of the newly independent States to accede to the Treaty on the Non- Proliferation of Nuclear Weapons,Uzbekistan,0,Nuclear Weapons
UZB,52,1997,"Concrete confirmation of this policy was the holding of the international conference “Central Asia — Nuclear- Weapon-Free Zone” in Tashkent on 14 to 16 September, under United Nations auspices and with the participation of high-level representatives of more than 60 international organizations and countries",Uzbekistan,0,Nuclear Weapons
UZB,52,1997,"Those efforts must ensure the non- proliferation regime, the ecological safety of hazardous industries that involve nuclear raw materials and the prevention of leakage of nuclear technologies and materials",Uzbekistan,0,Nuclear Weapons
UZB,52,1997,"It is also necessary to fundamentally reconsider the security guarantees provided to the non-nuclear States, first and foremost to those participating in nuclear-weapon-free zones",Uzbekistan,0,Nuclear Weapons
UZB,52,1997,We need to organically combine the efforts for promoting non-proliferation and ensuring global nuclear security with the resolution of regional problems,Uzbekistan,0,Nuclear Weapons
HUN,52,1997,The financial reform of our Organization is an indispensable prerequisite to ensure its viability and relevance,Hungary,13,Financial Technology
COD,52,1997,"Here, emphasis will be placed on trade promoting productive commerce and investments leading to the transfer of new and appropriate technology","Congo, The Democratic Republic of the",18,Technology Transfer
COD,52,1997,We hope that the United Nations will continue its efforts to guarantee a world free from nuclear weapons and that efforts aimed at general and complete disarmament in regard to conventional weapons bear fruit,"Congo, The Democratic Republic of the",0,Nuclear Weapons
PAN,52,1997,Circumstances then forced us to live under an ominous nuclear balance which made the interrelations of military forces the determining factor in international relations,Panama,0,Nuclear Weapons
DOM,52,1997,"Security is today not only a matter of the survival of political regimes, but is linked to the very existence of human beings and nature",Dominican Republic,10,Energy Security
DOM,52,1997,Various international conferences are currently discussing conventions on the use of nuclear energy,Dominican Republic,9,Nuclear Energy
BRA,52,1997,"Today, we can speak of significant accomplishments, such as the signing of the Comprehensive Nuclear-Test-Ban Treaty and the willingness of an overwhelming majority to make firm commitments, expressed at the Oslo Conference on anti-personnel landmines",Brazil,0,Nuclear Weapons
BRA,52,1997,Brazil can and should make an additional contribution to nuclear disarmament,Brazil,0,Nuclear Weapons
LBY,52,1997,They both possess and manufacture weapons of mass destruction,Libya,0,Nuclear Weapons
LBY,52,1997,The plants that manufacture these weapons should be subjected to international safeguards and controls,Libya,1,Biological Weapons
MNG,52,1997,"With the improvement of the international political climate, the dangers posed by nuclear war and the arms race are receding, while prospects for taking concrete steps on practical disarmament are improving",Mongolia,0,Nuclear Weapons
MNG,52,1997,In the past few years the trend to establish nuclear- weapon-free zones has been gaining momentum,Mongolia,0,Nuclear Weapons
OMN,52,1997,The Chemical Weapon Convention is no doubt an important multilateral disarmament treaty prohibiting a whole category of weapons of mass destruction amenable to verification measures,Oman,2,Chemical Weapons
MLI,52,1997,"From this viewpoint significant progress has been made towards, in particular, the reduction and ultimate elimination of nuclear arsenals",Mali,0,Nuclear Weapons
MLI,52,1997,"Furthermore, the conflicts in recent years have shown that conventional weapons can also cause mass destruction",Mali,0,Nuclear Weapons
PAK,52,1997,We have demonstrated that we can master the most advanced technologies,Pakistan,8,General Emerging Technologies
NER,52,1997,"There has been good progress on this issue with the conclusion of a number of international instruments, the most notable of which, in our view, are the Treaty on the Non-Proliferation of Nuclear Weapons, the Chemical Weapons Convention and the Comprehensive Nuclear-Test-Ban Treaty",Niger,0,Nuclear Weapons
NER,52,1997,"The special session showed us that while notable progress has been made with respect to climate change, biodiversity, combating desertification and the use of renewable sources of energy, that is not the case with regard to no less important questions, such as access to drinking water, which is a real problem for humankind, the unbridled exploitation of the oceans and deforestation",Niger,11,Climate Change and Renewable Energy
IRL,52,1997,"Then as now, our conviction was that genuine international peace and security can never be achieved as long as nuclear weapons remain part of the armouries of States",Ireland,0,Nuclear Weapons
IRL,52,1997,"We welcome the achievements of recent years, whether bilateral or multilateral: the START Treaties, the Comprehensive Nuclear-Test-Ban Treaty, the global ban outlawing chemical weapons and present efforts to strengthen the ban on biological and toxin weapons",Ireland,2,Chemical Weapons
IRL,52,1997,We must inject a real sense of urgency into translating the goal of the ultimate elimination of nuclear weapons into a more concrete reality,Ireland,0,Nuclear Weapons
IRL,52,1997,"While we can look forward one day to a world free of nuclear weapons, no time should be lost in agreeing how the peaceful uses of nuclear energy can best be managed",Ireland,9,Nuclear Energy
IRL,52,1997,We in Ireland live in close proximity to a nuclear-fuel reprocessing plant which poses a considerable threat to us because of the ever-present risk of a major accident at the plant,Ireland,9,Nuclear Energy
IRL,52,1997,"In many countries 25   today, nuclear energy is viewed with alarm and apprehension",Ireland,9,Nuclear Energy
IRL,52,1997,Public resistance has persuaded some Governments to renounce the nuclear option because the benefits of nuclear energy have failed to convince a sceptical and questioning public,Ireland,9,Nuclear Energy
